Tanggal,Kode,Tertinggi,Terendah,Penutupan,Volume,Nilai,Foreign_Sell,Foreign_Buy,A,B,D,E,F,I,K,L,M,S,X,Total_Notasi,Keuangan,Administrasi,Hukum,Sanksi,Struktur_Saham,Pemantauan_Khusus,Emiten,Sektor,Tahun_IPO,Saham_Beredar,Papan_Pencatatan
19,BOLT,835,825,830,234700,194815000,0,15000,0,0,0,0,0,0,0,1,0,0,0,1,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Garuda Metalindo Tbk.,Consumer Cyclicals,2015,2343750000.0,Pengembangan
19,BPII,10500,10400,10500,16800,176350000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Batavia Prosperindo Internasio,Financials,2014,515498662.0,Pemantauan Khusus
19,BSBK,52,51,51,18213500,929104600,3009700,5400,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Wulandari Bangun Laksana Tbk.,Properties & Real Estate,2022,25091882375.0,Pemantauan Khusus
19,BUKA,148,142,142,284447100,40998616100,212121600,90193600,0,0,0,0,0,1,0,0,0,0,0,1,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Bukalapak.com Tbk.,Technology,2021,103099967067.0,Ekonomi Baru
19,CBRE,50,50,50,12900,645000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Cakra Buana Resources Energi T,Energy,2023,4538041373.0,Pemantauan Khusus
19,CENT,52,51,51,1873900,97429500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Centratama Telekomunikasi Indo,Infrastructures,2001,31183464900.0,Pemantauan Khusus
19,CINT,153,140,149,677300,98668100,0,22700,0,0,0,0,1,0,0,0,0,0,0,1,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Chitose Internasional Tbk.,Consumer Cyclicals,2014,1000000000.0,Pengembangan
19,CMNP,1590,1555,1555,21600,34207500,1400,0,0,0,0,0,0,0,0,1,0,0,0,1,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Citra Marga Nusaphala Persada ,Infrastructures,1995,5436872008.0,Utama
19,CMPP,121,118,120,112800,13527500,0,5000,0,0,0,1,0,0,0,1,0,0,1,3,Ya,Ya,Tidak,Tidak,Tidak,Ya,AirAsia Indonesia Tbk.,Transportation & Logistic,1994,10685124441.0,Pemantauan Khusus
19,COAL,50,50,50,101800,5090000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Black Diamond Resources Tbk.,Energy,2022,6250000000.0,Pengembangan
19,DADA,6,6,6,17412800,104476800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Diamond Citra Propertindo Tbk.,Properties & Real Estate,2020,7431530800.0,Pemantauan Khusus
19,DIGI,15,15,15,257600,3864000,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Arkadia Digital Media Tbk.,Consumer Cyclicals,2018,1625000000.0,Pemantauan Khusus
19,DMND,805,800,805,2400,1925000,200,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Diamond Food Indonesia Tbk.,Consumer Non-Cyclicals,2020,9468359000.0,Pemantauan Khusus
19,DPUM,24,24,24,25200,604800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Dua Putra Utama Makmur Tbk.,Consumer Non-Cyclicals,2015,4175000000.0,Pemantauan Khusus
19,ENZO,74,67,72,26487000,1870455900,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Morenzo Abadi Perkasa Tbk.,Consumer Non-Cyclicals,2020,2162547122.0,Pemantauan Khusus
19,EPAC,7,7,7,1697500,11882500,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Megalestari Epack Sentosaraya ,Basic Materials,2020,3303400000.0,Pemantauan Khusus
19,EPMT,2470,2430,2450,19700,48308000,3000,1600,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Enseval Putera Megatrading Tbk,Consumer Non-Cyclicals,1994,2708640000.0,Pemantauan Khusus
19,FAST,880,700,880,357600,307784500,242500,500,0,0,0,0,0,0,0,1,0,0,0,1,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Fast Food Indonesia Tbk.,Consumer Cyclicals,1993,3990277158.0,Pengembangan
19,FLMC,24,23,23,5000,117200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Falmaco Nonwoven Industri Tbk.,Consumer Non-Cyclicals,2021,781250000.0,Pemantauan Khusus
19,GDST,127,123,125,731200,90997500,0,167300,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Gunawan Dianjaya Steel Tbk.,Basic Materials,2009,9242500000.0,Pemantauan Khusus
19,GGRP,422,410,414,65500,27075800,4200,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Gunung Raja Paksi Tbk.,Basic Materials,2019,12111376157.0,Pemantauan Khusus
19,GIAA,71,70,70,34550100,2427890500,8791900,10966100,0,0,0,1,0,0,0,0,0,0,1,2,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Garuda Indonesia (Persero) Tbk,Transportation & Logistic,2011,91480783837.0,Pemantauan Khusus
19,GMFI,77,76,76,1909100,145811100,26500,241300,0,0,0,1,0,0,0,0,0,0,1,2,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Garuda Maintenance Facility Ae,Infrastructures,2017,28233511500.0,Pemantauan Khusus
19,GOTO,75,70,72,3124615500,226137652900,611408600,748265300,0,0,0,0,0,0,1,0,0,0,0,1,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,GoTo Gojek Tokopedia Tbk.,Technology,2022,1201409662836.0,Ekonomi Baru
19,HADE,3,3,3,1762300,5286900,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Himalaya Energi Perkasa Tbk.,Infrastructures,2004,2120000000.0,Pemantauan Khusus
19,HELI,482,478,478,3140200,1510119600,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Jaya Trishindo Tbk.,Transportation & Logistic,2018,832862387.0,Pengembangan
19,HOPE,52,50,51,3160700,161023300,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Harapan Duta Pertiwi Tbk.,Industrials,2021,2130360201.0,Pemantauan Khusus
